[149569891127660544],"[t-minus 10 minutes until interview timeeeee. #nervous]",[fear] 
[145273665548845056],"[#BRUNCH this weekend, 11am-4pm.  Not too many places in the hood where you can get creative comfort fare cooked with #LOVE!]",[love] 
[141793862317391873],"[InterVieww in The Morning,Wish ME Luckkkk #Nervous]",[fear] 
[137386299773554689],"[“ @PeytonsHead : #TNF I bet Rex Ryan is biting Mark Sanchezs toe nails right now. #Nervous”]",[fear] 
[142774527775092736],"[I have to best friend in the world! #thankful]",[thankfulness] 
[139394383446425600],"[My mums come home with OCD and a fascist mentality.  #Joy]",[joy] 
[143553451887034368],"[Happiness is a choice and an action so choose and act #happy.]",[joy] 
[144886290293329922],"[Do I reply to emails too quick because I promise ppl dont respond to emails quickly at all. #irritated]",[anger] 
[135862024562413568],"[Sundays are so much more chill knowing I dont have school tomorrow! #exciting]",[joy] 
[138496143175843841],"[So glad @The__Treatment is home. I can finally sleep good. #happy]",[joy] 
[149184663053807616],"[I have watched #thedarkknightrises trailer like 3190582 times. #excited #biggestfan]",[joy] 
[138075375006777345],"[*Kinda enjoying this little town that  @s_mck11  is living in #love]",[love] 
[144574538846437376],"[This is gonna be a good Christmas :) #happy #pumped #inlove]",[joy] 
[137972490717757440],"[Bout to go get this tat #excited(:]",[joy] 
[145531427654615040],"[Steak and cheese chimichangas yessss #happy]",[joy] 
[146198485140635649],"[@hwallace87  #garbagemen arent considerate of others. They pick up at trash at anytime of the night #annoying #TD]",[anger] 
[146011956598423552],"[hope everyone enjoying there sunday! as much as i do #LOVE]",[love] 
[139722537641848834],"[New look: &#8220;Zebra wedges&#8221; on LOOKBOOK.nu: http://lookbook.nu/look/2721095]",[love] 
[141978415103361024],"[“ @bdubsie : One month til my license :) #excited” then you can come visit! #excited]",[joy] 
[144468618661474304],"[Damn this water movie is making me thirsty I cant stop drinking! #annoying]",[anger] 
[135442568786882560],"[The highlight of my day was breakfast -,- #sad]",[sadness] 
[149590132201226242],"[i just learned that the colbie caillat concert is 21 years and older .__________. #sadness]",[sadness] 
[134830460516839424],"[Retweet this for a chance to win a special OL Frozen Yogurt 11.11.11 Tshirt In honor of Veterans Day & opening of our 111th store #thankful]",[thankfulness] 
[147150339391500288],"[I wish I got get a free shot/beer for every page I have to write for this paper. Just gonna have to make it up tomorrow #sad #cantwait]",[sadness] 
[141273662610341888],"[Why do people think its okay to make fun of us cause we didnt make it? Its not... Your just immature... #annoying]",[anger] 
[145969877067378688],"[just did my nails + mommas nails and they loook bombbb #proud]",[joy] 
[147149308561604608],"[Back to packing. Im finally going home:)))) #excited]",[joy] 
[146300794885509121],"[I hv τ̅ do her @ least i got her no 2nite...... #happy]",[joy] 
[139628761367846912],"[Thats all I have to say going to drink my sorrows away. #depressed]",[sadness] 
[137392391127711745],"[I HATE JUST DANCE MORE THAN WORDS CAN EXPRESS #ANNOYED]",[anger] 
[140674753227800577],"[WTF! I Keep Losing My Nose Ring ugh!!! #Annoying!]",[anger] 
[145344694371627009],"[@twitter  I do not like the new iPhone app. Not easy to move between accounts. #disappointed]",[sadness] 
[140897442240528384],"[Just found the perfect boots for this winter :) #Happiness]",[joy] 
[135917567574409216],"[Seriously, everything but #facebook is working. #frustrated]",[anger] 
[147880934262312960],"[Why has no one ever acted like a embarrassing drunken fool at my work Christmas parties? #Disappointment #ShouldStepMyGameUp]",[sadness] 
[144661834228699136],"[Im so sickof everyone in this family not valuing a single word I have to say. Respect goes both ways, you fucking tossers. #Frustrated.]",[anger] 
[135425325428523008],"[So excited looking through holiday brochures!!! Cant wait for next year #excited #holiday]",[joy] 
[141929685188755457],"[The elevator in Draper is not working  #annoyed]",[anger] 
[137427111060320257],"[i miss my sisster :( #HOMESICK]",[sadness] 
[140969314676244481],"[Miracle. Answered prayer. Thank you Lord. God is good all the time. Amen. #thankful]",[thankfulness] 
[144177340866510848],"[all smiles i moved out me too #happy]",[joy] 
[149610170786398208],"[why do I keep getting headaches?! #annoying]",[anger] 
[139465258833162241],"[Driving over the new bridge on Novi Rd. Finally done after months of construction. #worthit #thankful]",[thankfulness] 
[143395064041836544],"[only one more Sunday after today until i can spend Sundays with you for a whole month!!  @CCestaroo  @NicoleCulver  @DRCRealEstate  #EXCITED]",[joy] 
[137389855960334337],"[What did I do to deserve this? #dontunderstand #sad]",[sadness] 
[136568529779560448],"[Im always home alone#lonely]",[sadness] 
[147820417049038850],"[The bullshit you can hear sometimes is unbelievable... Im not stupid #annoying #rude]",[anger] 
[143827158245183488],"[Today has been exactly what I need and so much more! #Thankful]",[thankfulness] 
[149307775757979648],"[I thought u had failed but instead u surprised me and came back around(: #happy]",[joy] 
[136594956973379585],"[Listening to Buddy Holly and makin homemade mac n cheese. #love]",[love] 
[147375652495048705],"[one of the greatest tracks EVER!! @beat_service- Outsider on #GDJB!! #Bliss *_*]",[joy] 
[147065861381963776],"[im very gullible....in every aspect except #love]",[love] 
[146499038542430208],"[My hairdryer is broken :S #PANIC]",[fear] 
[149285842433744897],"[Formal is gonna be amazing this year! #excited]",[joy] 
[146446263154524160],"[I hope youre not just playing me. #nervous]",[fear] 
[143107708906778624],"[Cant believe I am staying up late just to see myself on telly #sad]",[sadness] 
[140354181239283713],"[I want you to know something, but I don ’t want to tell you, so I ’ll just let the first three words of this sentence expla #love #quotes]",[love] 
[137801801868132352],"[Im on my way to school and I will work harder today then I ever did when I was a youngan#worry]",[fear] 
[148155643860226048],"[So I just heard a high school classmate of mine died today from a heart attack. She just had a baby 2 months ago. #sad]",[sadness] 
[144238539750649856],"[I ordered a cd Aug 22 and it was supposed to ship from the distributor/record co. that weekend. I got it today... #astonished]",[surprise] 
[141107268765757440],"[Teixeira is the ref for the Levante game ... #disappointment]",[sadness] 
[135561849704939520],"[We used to spend all of our time together we were best friends now we are complete strangers you wont even look at me. #missyou #depressed]",[sadness] 
[136963443336019968],"[I cant wait for the new Nike outlet to open #excited]",[joy] 
[136115874141708288],"[Soundgardens new album is nearly done & should be out earlyish next year #excited]",[joy] 
[137318265427992576],"[This asian bitch beside me is hellaaa stylish #love]",[love] 
[135321961554378752],"[love seeing  @13_Obsessions  live!!! <3 #Love]",[love] 
[143211080422932480],"[Had the best weekend with the babe<3 :))) #happy]",[joy] 
[142853636328919041],"[I actually love how we are #happy]",[joy] 
[138972701959266305],"[Time is moving super slow. #Annoyed]",[anger] 
[137615998873382912],"[Ughh I hate depending on people to watch my kids while Im at wrk #irritated]",[anger] 
[149689634547433474],"[if write me please hold a damn conversation, shit #annoying]",[anger] 
[138023063538245632],"[I hate waiting 7 o clock needs to be here faster #anxious]",[fear] 
[137364086647300097],"[F dis fukin work! Ion understand it for nuthan #frustrated]",[anger] 
[139890019648286720],"[Thanksgiving was so yummy and fun! Going #BlackFriday shopping with  @LeahnaWalsh  later <3 #firsttime #excited]",[joy] 
[147705079280050177],"[Only GOD can turn your MESS into a MESSAGE. A TRIAL into a TRIUMPH. And a VICTIM into a VICTOR. GOOD morning :) #Thankful !]",[thankfulness] 
[135084275673477120],"[How come I want new clothes but cant stand shopping? #annoying]",[anger] 
[147547428978049024],"[Work shorted me at least 16 hours. #FUCKTHEDUBS  #islookingliketonanaimoforme #sad]",[sadness] 
[144598827301748736],"[The pilot on my plane just did a rant on loudspeaker how he wants to get to miami fast to make cocktail hour, and how tired he is. #nervous]",[fear] 
[149295610745454592],"[Some people really deserve to get kicked in the face for the retarded shit they say  #annoyed]",[anger] 
[136914652213952515],"[@katie_statie maybe you should just be more interesting before you lose a fourth #embarrassing]",[sadness] 
[148118093686784000],"[@begoingHAMau  grandma wants to follow ur bf on fb #creeper #annoying #AllAboutTheLove]",[anger] 
[142436546312814594],"[Okay dad! Im watching tv, do not blast the music on the damn laptop.. Why are you even on my computer? #annoyed -__-]",[anger] 
[146933477026181120],"[#mocha hehehe make my day #happy]",[joy] 
[143503440574808064],"[Youre my best dream.. #love]",[love] 
[137909893310062592],"[I dont like what youve become and It seems like the feelings mutual. #sad]",[sadness] 
[140041585181212672],"[London and Florence & The Machine in March #EXCITED]",[joy] 
[140794635906854913],"[Why must parents be so annoying?!?!? #annoyed]",[anger] 
[146510537088438273],"[I hate when #oomf Says that getting #annoying]",[anger] 
[145579206053609473],"[People these days just know how to ride my nerves #annoyed]",[anger] 
[134848279123996672],"[#Sportscenter talks about the Penn State scandal everyday for hours and its getting dry when theres no news. #Annoying]",[anger] 
[148212223188279296],"[Going to be sitting outside Tower City for the next 40 minutes waiting for  @catabood  to get off work. #sad]",[sadness] 
[143591426939293696],"[Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing. -Mother Teresa #SMILES  #quote #love]",[love] 
[142461026846261248],"[My beeeeeed <3 #love #fatass]",[love] 
[143028769878323200],"[@georginacatton  ah okay. I might have done.....................#surprise]",[surprise] 
[137849459278233600],"[Party Dresses Galore! They finally arrived, and they look greattt! Next week online on www.dressrepublic.nl .. #happy]",[joy] 
[146427305005301760],"[you the only one that knows how it feels. #depressed]",[sadness] 
[144548345547997184],"[Got called into work #happy #broke]",[joy] 
[138492668102709248],"[Never thought falling for a friend was possible :0  #surprised]",[surprise] 
[135890007620718592],"[Really just sick of dumb people.. #Annoyed,]",[anger] 
[135399461978509312],"[#scumbagbrain Y U NO work? #rage]",[anger] 
[149597499643002880],"[my mom is so #annoying..]",[anger] 
[140397899120001026],"[Watch  @elilieb  on the French TV - Friday Cover on  @Direct_8   #Happy !! :-)]",[joy] 
[143362520831369217],"[Needless to say Ive calmed right down now! Apologies for filling your timeline with that rant! #rage]",[anger] 
[137627172742500352],"[Patiently waiting for Monday n Tuesday  #anxious]",[fear] 
[139570789811892224],"[Should probably go to bed. Super early day tomorrow! Eeeeee #excited]",[joy] 
[148805134955184128],"[High off of life, and enjoying the rush #getatme #happy]",[joy] 
[148409922198048768],"[Gays just wanna have fun. #love]",[love] 
[141014180848340993],"[Sick here, having cold :-& .. I wanna get well soon :-((.. #sad]",[sadness] 
[148631442325377024],"[That one family member that seems to think that EVERYTHING is a competition #annoying]",[anger] 
[147476388432183296],"[i dont like people #annoyed]",[anger] 
[147138969614827520],"[Officially moving to BGSU on August 17th! Ahhhh #excited]",[joy] 
[141289848102338560],"[If you dont have anything to say just dont text me -.- #annoyed]",[anger] 
[143464983240523776],"[I have the most amazing boyfriend:)! #thankful]",[thankfulness] 
[141043678033620992],"[Dear  @tiesto , when does your new music video come out? =) #anxious #didimakethecut]",[fear] 
[134857670514589697],"[Thankss To Everyone <3 :) #Love.]",[love] 
[141369485029416960],"[Cant wait for Christmas xD #excited]",[joy] 
[135013103170621442],"[People need to learn to take a bath #disgusting]",[anger] 
[144197615070883840],"[Just watched The Kingdom, took me at least an hour to realise it wasnt about Fife... #disappointed]",[sadness] 
[144675447156916225],"[Whats the world coming to when you cant even get your best friend to follow you  @JoeBau  #disappointment]",[sadness] 
[140207687727190016],"[Arkansas lost to LSU ridiculous! #frustrated]",[anger] 
[138429043845496832],"[Did he really have to sing All Back out of all his songs -_- #depressing]",[sadness] 
[141262153389834241],"[What the hell is happening #worried #confusion]",[fear] 
[136841971057704961],"[I am a loser and I wish I was awesome like  @Sarah_Shelton1  =) #depressed]",[sadness] 
[139551998147178496],"[I have wayyy to many family members In the army.. Just had to say bye to my cousin thats gonna be in Germany for a year or so #sad]",[sadness] 
[135056173878611969],"[some very odd people on this train who got on at Barrow. #worried]",[fear] 
[136578853572313088],"[When you tell someone they cant have something, the moment you lose control that something will be exactly what they seek. #hurt]",[sadness] 
[149226755041923073],"[Boys reject virgins and praise hoes nowadays... #sad]",[sadness] 
[140851609319120896],"[Bajo la comida y me meto a la pileta :D #happiness]",[joy] 
[140199518296752128],"[Stuck in an empty bus on a packed Transitway.  #frustration]",[anger] 
[142693393389207552],"[@star_twist_tos 4sho ....same here. U already know its appreciated. Thx! #Love]",[love] 
[146726989020139522],"[In bed all day, sick #disappointing]",[sadness] 
[146426540480139264],"[#thatohmoment when you have to have a friend to help you realize something... #disappointed]",[sadness] 
[147074610666549248],"[Youre either acting out of fear or #love. #period #life]",[love] 
[149681059980787712],"[Really want to be left alone. #Disappointed]",[sadness] 
[147563584031948801],"[Its not easy to pretend that you are in love #sad]",[sadness] 
[149598545996034048],"[I hate this time of year!  #annoyed]",[anger] 
[143459765182398465],"[Got my formal dress! :) #happy]",[joy] 
[143737065358630913],"[Rumors can get so annoying, dont say anything if u dont know the real story #annoying]",[anger] 
[141145853430743042],"[@SatveerJLS pahaha, babe! Thank you, made my day a bit better! xx #love]",[love] 
[142342583132229633],"[@swank_swag is the best friend i could ever ask for #thankful]",[thankfulness] 
[138713196096794626],"[Dear hair static simmer down please stop feeling my face up #annoyed]",[anger] 
[143456485589008384],"[why cant you just leave it for once !? #annoying]",[anger] 
[145551067764109314],"[My tweets arent loading on my TL ... -__- are they even going through? #frustration]",[anger] 
[139513411435364354],"[My brother is having froyo at his wedding! I need to develop some self control before then! #excited #lovefroyo]",[joy] 
[144871575416606720],"[@king_merad its easy when you mean what you say!! #love]",[love] 
[140902733103366144],"[I miss my mommy #depressed]",[sadness] 
[141995776535576576],"[achjongens. SPONGEBOB AND PATRICK trending! #love]",[love] 
[146309735036108801],"[Whos packing your parachute? Thank those who invest in you everyday and make your life better! #thankful]",[thankfulness] 
[148227405339836416],"[Dear bands, just because you get us to buy merch and tickets does NOT give YOU the right to spit at us. Its fucking gross. #disgusted]",[anger] 
[137145342146781184],"[no hoy no mañana pero algun dia te olvidare.... #unhappy]",[sadness] 
[137453352769429504],"[Loves it when her husband has a day and does the school run. #happy]",[joy] 
[141343355534708737],"[Fuck everything right now #irritated]",[anger] 
[140269556756267008],"[Lets take a #flash back to where i put Nair on my body and thought it was lotion #embarrassing]",[sadness] 
[145743142170279937],"[So i think i started some im not going to be able to finish.#disappointed]",[sadness] 
[135105836375752704],"[@LocnLove  AND it kept changing the colour of my text! #annoying..]",[anger] 
[144467984667262977],"[My laptop overheats too much for no reason. #annoyed]",[anger] 
[138042552996724736],"[Car ride back home............... #joy]",[joy] 
[139361213443358720],"[a good few hours of coding later, home page is complete! #happy #freelance]",[joy] 
[140545485210533888],"[im getting you the same thing you got me on my birthday, nothing, not even a cake #surprise]",[surprise] 
[138689648967954432],"[@Matt_Spark  loser. What you doing? Im eating my weight in pizza #joy]",[joy] 
[148870711610585089],"[Dude is talking politics & countries at the bar.... #annoying #nobodycares]",[anger] 
[139835811616145408],"[Chilling w/my best frnd @_justJOYA!! #Thankful!]",[thankfulness] 
[141268136946171904],"[I hate it when people hack and spit on pavements. Ewwww! #yeg #disgusting]",[anger] 
[143527459017601024],"[Madonna is the halftime performer at the #SuperBowl. What do you think?]",[sadness] 
[149885280462184449],"[If you have nothing better to do then call your followers ugly, You should ReThink your life. #Sad]",[sadness] 
[149207906959638529],"[I hate when people use hash tags the wrong way! #omg #annoying]",[anger] 
[139178408847474688],"[Didnt get a happy birthday from  @joejonas  #disappointed :l]",[sadness] 
[147015443318714369],"[I hate people dat change their names every minute on bbm...#annoying]",[anger] 
[140876976650067968],"[Just got off work my feet are killing ME!!!!!:( #SaD]",[sadness] 
[139723217198776320],"[Baby dayton and miss peysons first thanksgiving (: #exciting (:]",[joy] 
[139065053835042816],"[Why am I the only person in my house that ever wants to sleep? I spend my days and nights trying to get people to sleep! #frustrating]",[anger] 
[149189911856160768],"[@jessicaa_guerra felt my tits & I touched her ass & va jay jay #pride #boyfdoesnthavetoknow]",[joy] 
[138758591292256257],"[man is this show sad... #depressed]",[sadness] 
[146958830926970881],"[there are seriously some sick people in this world...good golly gosh...#disgusting]",[anger] 
[146767501877968898],"[As for as it concerns you lead by example. . . Be a PEACEMAKER. #lead #family #love]",[love] 
[142074862691819520],"[Was told to inform  @elisa_dp  that  @arianaclemente  has just done her stupid loud and obnoxious laugh #annoying]",[anger] 
[139782889784094720],"[HAPPY THANKSGIVING TO EVERYBODY....U HAVE A LOT TO BE THANKFUL FOR...THIERS ALWAYS SOMEONE DOING WORSE THEN U...SO BE #THANKFUL]",[thankfulness] 
[139791192857653249],"[@mattiedog  *raises a glass with mattie* To @BuckyPG - always in our hearts! Cheers! #Thankful]",[thankfulness] 
[148766105983401984],"[Jai filmé mon frère en train de réciter le texte de la pub Just Different Hugo Boss #proud]",[joy] 
[138655879573671937],"[All my life, my heart has yearned for a thing I cannot name. #love]",[love] 
[134800978179407872],"[Nacimos para ser felices, no para ser perfectoss..... xD #happy]",[joy] 
[145334401478311937],"[Wow...... Your cool.. I hate you. #hurt:(]",[sadness] 
[136606439828504576],"[cant wait for #Glee to start!!!! :D #excited]",[joy] 
[149632676658294784],"[@BieberSkittles  Were lucky gurrrllss <3 #ThankFul]",[thankfulness] 
[139473236961394688],"[Going to bed with huge smile on my face :-) #happy]",[joy] 
[145245370816012288],"[If you have a lot of love in your life...you have riches :) I wouldnt want to be wealthy all by myself...sharing is the good part ;) #Love]",[love] 
[145560875493892098],"[for #SimpsonSaturday today I will be live streaming on Ustream at www.codysimpson.com/chat 3pm onward from Miamis y100 #JingleBall]",[sadness] 
[146394237485854722],"[My night will consists of wrapping presents for my family & friends #joyful #loveable]",[joy] 
[146350639054721024],"[Still uber-embarrassing comments coming from Tory MPs post-veto. I mean ... "nurdly ner-ner" has more political content.]",[sadness] 
[142830769482645504],"[My boyfriend is hella drunk right now. #annoying]",[anger] 
[138933356871172096],"[Lord I thank you for who you are to me  #joy]",[joy] 
[139736117082730496],"[Happy Thanksgiving ! Thankful for all of you #love]",[love] 
[149715356112523264],"[When Im feeling down and stressed.. I think of how truly blessed I am. #family #love]",[love] 
[139071532449284096],"[My own daughter has stopped following me #sad #old]",[sadness] 
[138735340394512384],"[Cant wait to see kids in glass houses again next year! Love them! #excited]",[joy] 
[139111519261691905],"[UGHHH I HATE GETTING MY EYES DIALATED CANNOT READ A THING!!  #IRRITATED]",[anger] 
[147621833263415298],"[My sisters water broke, headed to the hospital, Marquise Jr will be here anytime now.....Auntie loves you MJ #excited]",[joy] 
[145333295239004160],"[Geniaaal , la coreografia de Paula y de Peter , #Love... #PyP.TA]",[love] 
[144076025721126912],"[#YouKnowAFatPersonInvented fried twinkies, mars bars and anything else outrageous that comes fried! #disgusting]",[anger] 
[140474734205874177],"[Keep your hair above your shoulders boys #disgusting]",[anger] 
[146061117762965504],"[This city is filled with liars. #Disgusting]",[anger] 
[134850608019685376],"[When I loook back and see who Ive liked... #embarrassing]",[sadness] 
[149863669038194689],"[Sitting on the porch eating blueberry pancakes... #happy]",[joy] 
[149278301825933314],"[Nothing like some icecream and bad teacher.#depressed.]",[sadness] 
[139761705092792321],"[Im super geeked! They told me my daughter wasnt kumin fa thanksgiving. Well she here! #thankful]",[thankfulness] 
[143896249689579521],"[Thank God my car went to the shop today, Apparently one more day, and my brakes would have totally gone out..and Id be fucked. #thankful]",[thankfulness] 
[138732747513536512],"[They fixed my car early, omfg food here I come!! #thankful]",[thankfulness] 
[149010291286487041],"[@PardonMyFlaws_ only if yu wasnt to cool to text me first without me having to ask yu sheesh that would be #Love]",[love] 
[136614864520085504],"[that depressing moment when u see  @justinbieber  retweeting, you see a lot of tweets except yours #sad 1]",[sadness] 
[147857648002416640],"[Fatal accident on the exit by my work. Pray for those involved! #sad]",[sadness] 
[137520550376509441],"[@Zmaxxx  @josefinevdp  men vafan! Precis när man blir asglad för 271 så ba...... #disappointment]",[sadness] 
[135526936549134336],"[Anissa cousin just sd doesnt like me.. #hurt]",[sadness] 
[143467448065200128],"[*Singing* I bet it SUCKS 2b u rite nw!!! This song is the deficated 2all those happy with their bubz &out of the madness of da past #Happy]",[joy] 
[138310057426305024],"[she calls me a thousand times a fukn day to talk about the same shyt #annoying]",[anger] 
[149615509955035137],"[@heidibutler123 goood :) yah im good thank you! eee christmas in 4 sleeps! #excited]",[joy] 
[138949658448904192],"[time for phone upgrade! decisions decisions...  @kaz_wright  what did you go for in the end ? x]",[joy] 
[140219545750216704],"[@RockabettyHQ  brilliant, a little cheek sometimes goes a long way #excited]",[joy] 
[135214153605459968],"[OMG IT SNOWED TODAY. OMG 1111111111111111111111111111 OMG OMG OMG OMG. #nowletsgetoverit #moveon #annoying]",[anger] 
[139410086736048128],"[Beyond Scared Straight will return on the 8th #excited]",[joy] 
[137364839201902592],"[Tamar is really a come up for tamar he tryin to keep her down so she wont go nowhere....#sad]",[sadness] 
[147075224330964992],"[Today was an extremely good day because I made it that way. #happy]",[joy] 
[146090983833083904],"[Why when I want more followers people unfollow?!?!? Sooooo #Annoyed]",[anger] 
[136486285723439104],"[If you smoke cigarettes, you have no chance with me #disgusting]",[anger] 
[139841077116010496],"[I am so thankful for today, and yesterday and tomorrow...  #thankful]",[thankfulness] 
[144469230912405504],"[Im declaring today that Im too BLESSED to be STRESSED! #thankful]",[thankfulness] 
[139721743496519680],"[I am thankful for my loving family, my wonderful friends, my amazing boyfriend, and most of all, I am thankful for GOD! #blessed #thankful]",[thankfulness] 
[141900733774708736],"[I hate paper work #frustrating]",[anger] 
[145635989082222593],"[Just turned on to X-Factor to witness #Leona chuffing #Lewis murder one of my favourite songs of all time -  #Hurt by #JohnnyCash. Nightmare]",[sadness] 
[143922577004433408],"[When you can count the number of hot guys at your school on 1 hand. #disappointing]",[sadness] 
[136567950470680576],"[You are not Gods slave, youre His child. Romans 8:15 #thankful]",[thankfulness] 
[139757564844982272],"[Happy Thanksgiving to all! So grateful for my family, friends, and all the blessings Ive been given! #blessed #thankful]",[thankfulness] 
[139444697151193089],"[.@eusa, my old SU, just voted to boycott Birmingham Guild over  @eddbauer s suspension and is looking into giving him hon membership! #proud]",[joy] 
[144507699776860163],"[Had great lunch with friend, I love it when a man treats you like a lady. He blow my mind away today #happy]",[joy] 
[148745088984547328],"[People complain too damn much ugh #annoying]",[anger] 
[139736425812865025],"[So thankful for everything God has graciously blessed me with. Though I deserve nothing, He still gives. #thankful]",[thankfulness] 
[147938297312837632],"[You and me baby aint nothin but mammals so lets do it like they do on the discovery channel #rage]",[anger] 
[140248698314702849],"[@bino989  Yes she was very classy about it. To bad they dont show her the same respect. They cant go a day without talking about her! #SAD]",[sadness] 
[139840084529786880],"[I love each of you individually, but as a couple i honestly want to rip your heads off. #annoying]",[anger] 
[137219564361617408],"[@Maliboooom  @t_young5  thats what Im sayiiinnnnn #rage]",[anger] 
[136588018143338496],"[My dog is so weird; if you rub his belly, he just lays there & enjoys it; if you stop for even one second, hell attack you. #lol #annoying.]",[anger] 
[142618720496398336],"[lil boosie- bitch who do you #love]",[love] 
[145498324991082496],"[I would appreciate it if the fire truck sirens would stop ... Trying to sleep  #frustrated]",[anger] 
[148218931277078528],"[This nasty bitch just licked her fingers, then touched all our sweat pants. #disgusted]",[anger] 
[139390157324419072],"[Im well,,, i cant complain... #Thankful]",[thankfulness] 
[136675635908190209],"[Women Will Sell They Soul, Just To Buy Some Attention... #Sad...]",[sadness] 
[142731335063175168],"[I love my new hair colour #happy]",[joy] 
[138420398281867265],"[No phone call. #sad #dontwannatalkaboutit]",[sadness] 
[140149959705112577],"[Im kind of freaking out right now. Why isnt pregame on yet? #nervous #anxious]",[fear] 
[139038934352138240],"[wonder if i can get a doctors note for that?! Anyone else experiencing the symptoms? Comes on worse monday mornings i find?! #SAD]",[sadness] 
[137385065687683072],"[Wish I was going to see breaking dawn... #sad]",[sadness] 
[147485199968632832],"[Big S/O to friends like  @klang33  for helping me study Trans. #Thankful]",[thankfulness] 
[135520264338415616],"[Missing my best friends who are on vacation in Shanghai. And my kids who are at their dads. Lots of grading to do though. #Algebra #lonely]",[sadness] 
[144536241684230145],"[3/3 italian teams qualified to the second round. #happy]",[joy] 
[140901925515309056],"[Been home fa 3weeks na n i still havent made my rounds to c mii friends smh #sad]",[sadness] 
[146619103786962944],"[I complain about my bullshit ass job everyday but Im thankfull for it without it I wouldnt be able to take care of me and my son#thankful]",[thankfulness] 
[135692526073024512],"[@PuttyMcK  yeah he s injured,he is not playing the ranji trophy matches 4 kerala becoz of this injury #sad]",[sadness] 
[145358002977898496],"[My #jimmyjohns isnt freaky fast. #disappointed]",[sadness] 
[146303359794683905],"[It still really hasnt sunk in that the semester is over. Maybe cause Im still waiting for grades to be posted...hurry up! #Anxious]",[fear] 
[140505656036823040],"[was @GOfollowDO vergeten in me bio ;$$$$$$$ maar ze staat der weer in hoor (h) #love]",[love] 
[138806063448330240],"[@Bearcats_Nation  I just dont know yet.  This OOC schedule is so bad I just dont think well know until January.  #Embarrassing  #Bearcats]",[sadness] 
[134820408909238272],"[Finishing up details for Alpha Xi Deltas Faculty Talent Show next week! Super excited, may have a couple of surprises in store. #Excited]",[joy] 
[136055669886423040],"[Not having the best of mornings #irritated]",[anger] 
[141131358335545345],"[GM Tweeps :) Boys off to school, bout to lay back dwn & catch a few more Zs b4 heading to class... #Thankful]",[thankfulness] 
[142072181659148288],"[I hate when people smack while they eat. #disgusting]",[anger] 
[147230410299023360],"[Dont you just hate when its raining too fast for the intermediate wipers but too slow for the next setting #annoying #rubbing #sound]",[anger] 
[138982355070222336],"[90% finished :-D maaaaan am #Proud]",[joy] 
[138333318818172929],"[Ordered a new oven today #excitement]",[joy] 
[139717945403260928],"[Thats probably the ONLY #Thanksgiving text Ill get today but I swear it meant the most #Thankful]",[thankfulness] 
[147913111490400256],"[U with somebody for 4 years yal fall out & All of a sudden they dnt love u no more #sad]",[sadness] 
[136143858378608640],"[@enotriauk  1st order for the wines for our new list going in this week. Majority supplied by Enotria #excited]",[joy] 
[142028351249461248],"[Didnt think this would hurt this bad #depressed]",[sadness] 
[143489589535973376],"[Old school and then the hangover #love]",[love] 
[139568451520962560],"[so not used to watching tv off a screen larger than my 13 in. laptop #goodtobehome #thankful]",[thankfulness] 
[139767842475229184],"[Friends that a have, family,life #thankful]",[thankfulness] 
[138196339468152832],"[Please follow @gadiss_ayu . Shes a humble and friendly person . She really love you and hope someday ull follow her #love  @AustinMahone  15]",[love] 
[143136537939415040],"[I cant wait for T.I && Tinys The family hustle . #excited]",[joy] 
[143238301271330816],"[gister was echt heel leuk ! #metlievefamilie #love]",[love] 
[146373302527594496],"[@oxfirefly  Between 1,500 (minimum) and 2,500 (maximum). Its due in tomorrow #PANIC]",[fear] 
[138750060182769664],"[We on our way to Laurel, blasting Take Care #love]",[love] 
[147776568666755072],"[@MaxTheWanted  never would I think in a million years youd be doing a US tour... #proud! :D x]",[joy] 
[149846859765133312],"[Good Morning all! May God continue to Bless you throughout your day!  Be thankful for life, health and strength and remember to #LOVE!]",[love] 
[139175900506898432],"[Not in the mood... #annoyed]",[anger] 
[137414251768852481],"[All just went away :) #happy]",[joy] 
[144067685490229248],"[Woke up with sex on my mind. but then my daughter screamed MORNING nd brought me back to reality. #Sad]",[sadness] 
[142383848712445952],"[About to leave bailey flowers on her step #surprise]",[surprise] 
[145675893380087809],"[Another one of my roll models falls to PEDs #sad]",[sadness] 
[142880129411072000],"[off out to #London for the day!!! #Excitement !! :D]",[joy] 
[148110872781389824],"[God protects the mind through the spirit he gave us, eternally reminding us we are loved. @SweetnNerdi   @ItsAmeriie   @Inzzpired  #yup #love]",[love] 
[148153899130433537],"[When someone parks too close to my car and I cant get out. #frustrated]",[anger] 
[148416959149637634],"[Fire on, eating satsumas, watching A Christmas Carol, #happy]",[joy] 
[146748474447237120],"[I hate not knowing whats going on #worried]",[fear] 
[135840178299338752],"[#NASCARdrama stop comparing everything to the Kyle Busch thing #annoyed]",[anger] 
[144853907103956992],"[At the drug test place and they have pictures of charleston all around.... #HomeSick]",[sadness] 
[140145312470798338],"[This b.tch soo #Annoying #Irritating]",[anger] 
[144574848184750082],"[That akward momeny when everything is akward -_- #confused #frustrated]",[anger] 
[144409388902383616],"[lmao ionly get butterflies from one guy continuously #sad]",[sadness] 
